X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-121.92872166478,47.6840346407621,9994,15043,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.928623214256,47.6842871518345,9995,15044,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.916443669761,47.6761932117345,9996,15045,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.916142563545,47.6763215103542,9997,15046,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.911515638709,47.6717266046617,9998,15047,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.90495005049,47.6146736835099,9999,15048,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.904273196093,47.60161874833,10000,15049,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.904822203778,47.5952612376225,10001,15050,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.898805100366,47.5887894274186,10002,15051,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.889102132055,47.5835749996123,10003,15052,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.887369389185,47.582412114991,10004,15053,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.883026207891,47.5803968534053,10005,15054,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.87754116603,47.5761029197229,10006,15055,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.87011979963,47.5699243036945,10007,15056,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.85660127154,47.5644773516391,10008,15057,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.852371184449,47.563788385019,10009,15058,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.79739669479,47.5168301311995,10010,15059,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.796804776704,47.5161861406742,10011,15060,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.796789251165,47.5160303857839,10012,15061,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.796550141171,47.5156570945947,10013,15062,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.796438709176,47.5156532798631,10014,15063,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.794390424905,47.5127552072914,10015,15064,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.794266429857,47.5127174626229,10016,15065,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.794079568402,47.5124517750773,10017,15066,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.730403868965,47.467195675356,10018,15067,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.730413862008,47.4671237233251,10019,15068,Access Point (Private),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.986754678647,47.7437557655714,10020,15069,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.986891936282,47.7433269256999,10021,15070,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.990281668417,47.7324865164112,10022,15071,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.924393318449,47.6826482715211,10023,15072,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.923980748661,47.682795462797,10024,15073,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.907416516729,47.6442831633286,10025,15074,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.786058296325,47.5015234998056,10026,15075,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.784479828629,47.4993975554632,10027,15076,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.752134023226,47.4798566390595,10028,15077,Access Point (Trail),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.983979030427,47.7043404171763,10029,15078,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.981342342126,47.7012911139088,10030,15079,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.9072697245,47.6383919803416,10031,15080,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.886146434239,47.5815124527581,10032,15081,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.806847645415,47.5298067819364,10033,15082,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.779293693642,47.4955212231043,10034,15083,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.7669252008,47.4334860464652,10035,15084,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.766366558789,47.4330298426722,10036,15085,Access Point (Street),Access Point,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.142314171098,47.3652290660641,10037,15086,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.149295962076,47.408677218533,10038,15087,Access Point (Street),Access Point,Soos Creek To Lake Youngs Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.174934835765,47.4302327940489,10039,15088,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.172617724853,47.4244840232047,10040,15089,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.17257969349,47.4245284264723,10041,15090,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.162942249132,47.4189808339188,10042,15091,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.161894347208,47.4190577326358,10043,15092,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.15874486338,47.4158922024151,10044,15093,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.159250296456,47.4086588421938,10045,15094,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.156985432641,47.4014763541632,10046,15095,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.158584199315,47.4013224202382,10047,15096,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.14400017582,47.3861675585169,10048,15097,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.139176814382,47.383644235183,10049,15098,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143016954533,47.372378369088,10050,15099,Access Point (Street),Access Point,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.135357764735,47.736184105259,10051,15100,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.128514277842,47.7363711220288,10052,15101,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.128377443261,47.7362603346167,10053,15102,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.113009019576,47.7363454194661,10054,15103,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.112804442446,47.7360983632293,10055,15104,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.05597188966,47.7327436944969,10056,15105,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.979716164114,47.7169795341133,10057,15106,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.970249462644,47.7172608739166,10058,15107,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.969921633389,47.717260203497,10059,15108,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.969006732805,47.717213983277,10060,15109,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.968809594245,47.7169422609716,10061,15110,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.14231960493,47.7362529181701,10062,15111,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.140179182629,47.7362649645378,10063,15112,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.135871212149,47.7363068890642,10064,15113,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.12745626436,47.7363888416131,10065,15114,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.115365646482,47.7362726856596,10066,15115,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.10479690033,47.7360892971734,10067,15116,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.091579388471,47.7362243727564,10068,15117,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.080373879312,47.7364739262919,10069,15118,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.074758057387,47.7365711206864,10070,15119,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.070621506632,47.7365344932874,10071,15120,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.068299708506,47.7362659683001,10072,15121,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.06813302244,47.7363009736109,10073,15122,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.065237268022,47.7351714269024,10074,15123,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.065243288211,47.7352879265497,10075,15124,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.052756525399,47.731776141559,10076,15125,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.049596329804,47.7309183184903,10077,15126,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.047814547846,47.7304223845746,10078,15127,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.041536419042,47.7287123647078,10079,15128,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.034923203379,47.7268937164649,10080,15129,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.028874188469,47.7246292507177,10081,15130,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.02160572879,47.7217417924809,10082,15131,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.016632129017,47.7197443149061,10083,15132,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.011464028525,47.7180376497532,10084,15133,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.96758508945,47.7170493010321,10085,15134,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.963863895964,47.7167517933574,10086,15135,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.948823725782,47.7158845320464,10087,15136,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.947448440195,47.7158723917542,10088,15137,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.9287795134,47.7156507332359,10089,15138,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.926937133525,47.7156376666475,10090,15139,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.909003408699,47.7153845796542,10091,15140,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.903635724574,47.7151730917427,10092,15141,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.173776158017,47.736679514393,10093,15142,Access Point (Private),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.201902885306,47.7460054848721,10094,15143,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.191448898076,47.7425279361585,10095,15144,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.190037440739,47.7420308176129,10096,15145,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.18629443759,47.7407426309429,10097,15146,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.182089868443,47.7393926506423,10098,15147,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.175521135112,47.7371679275789,10099,15148,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.166373692573,47.7364190752536,10100,15149,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.163560585768,47.7364787917009,10101,15150,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.155085526864,47.7363686413698,10102,15151,Access Point (Street),Access Point,Tolt Pipeline Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.925251294235,47.6419404991581,10103,15152,Access Point (Trail),Access Point,Tolt River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.916586696898,47.6382396369748,10104,15153,Access Point (Street),Access Point,Tolt River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.208504098589,47.7524881642489,10105,15154,Access Point (Trail),Access Point,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,City of Bothell,City,City of Bothell,City
-122.208570431217,47.7513367260492,10106,15155,Access Point (Street),Access Point,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,City of Bothell,City,City of Bothell,City
-122.205275061829,47.7566950359223,10107,15156,Access Point (Street),Access Point,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,City of Bothell,City,City of Bothell,City
-122.20406291203,47.7566253455242,10108,15157,Access Point (Street),Access Point,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,City of Bothell,City,City of Bothell,City
-122.132750206667,47.6768912760882,10109,15158,Access Point (Trail),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.132597085498,47.6739833516232,10110,15159,Access Point (Trail),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.032453730456,47.3739445970142,10111,15160,Access Point (Private),Access Point,Green To Cedar Rivers Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.130848387811,47.6709676144822,10112,15161,Access Point (Private),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.130315382955,47.6707190130604,10113,15162,Access Point (Private),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.129730780553,47.670485277421,10114,15163,Access Point (Private),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.129011678937,47.6704393103617,10115,15164,Access Point (Private),Access Point,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.083130087732,47.7557314868515,10116,1212,Parking Lot,Parking Lot,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.238977553226,47.7235061537411,10117,15165,Ballfield Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.238964244934,47.7241862573228,10118,15166,Ballfield Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.237943443209,47.7241749075323,10119,15167,Ballfield Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.23794786933,47.7234890815427,10120,15168,Ballfield Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.232962292051,47.7242151671268,10121,15169,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.237361196248,47.7247999037672,10122,15170,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.237750817177,47.7242432481212,10123,15171,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
